material_id,pretty_formula,elements,count,density,elasticity.poisson_ratio,elasticity.K_VRH,melting_point,thermal_conductivity,radius,electronegativity,specific_heat,spacegroup.crystal_system,C11,C22,C33,C12,C13,C23,C44,C55,C66
mp-1395,VRu,"['V', 'Ru']","[1, 1]",9.212888863,0.36,252,2395,75.5,1.745,0.1324919,0.3615,cubic,323,323,324,217,217,217,96,96,96
mp-1401,ZrZn2,"['Zr', 'Zn']","[1, 2]",7.229957651,0.26,102,1171.12,87.66666667,1.633333333,0.1450641,0.352333333,cubic,177,177,177,65,65,65,62,62,62
mp-1409,TiNi3,"['Ti', 'Ni']","[1, 3]",7.958129861,0.28,192,1781.25,73.75,1.5575,0.141246025,0.463,hexagonal,334,334,356,133,111,111,83,83,101
mp-1438,ZrIr3,"['Zr', 'Ir']","[1, 3]",17.49133344,0.26,266,2586.25,118.25,1.865,0.219517175,0.17,cubic,404,404,404,197,197,197,198,198,198
mp-1451,NbNi3,"['Nb', 'Ni']","[1, 3]",8.950269576,0.34,211,1983.5,81.75,1.6125,0.14242465,0.39925,orthorhombic,328,372,344,150,149,128,53,61,81
mp-1458,Nb3Ir,"['Nb', 'Ir']","[3, 1]",11.22804624,0.3,223,2747.25,78,1.935,0.15882365,0.23425,cubic,429,429,429,120,120,120,79,79,79
mp-1545,Nb3Rh,"['Nb', 'Rh']","[3, 1]",9.086567873,0.31,204,2621.75,78,1.9175,0.131268125,0.262,cubic,391,391,391,110,110,110,65,65,65
mp-1558,SrPd2,"['Sr', 'Pd']","[1, 2]",7.960832959,0.32,80,1568.7,59.66666667,1.856666667,0.135521133,0.263,cubic,113,113,113,64,64,64,40,40,40
mp-1573,Sn2Pd,"['Sn', 'Pd']","[2, 1]",8.450320988,0.33,80,946.07,68.66666667,1.53,0.166710533,0.229333333,tetragonal,139,139,133,56,50,50,21,21,31
mp-1578,V3Rh,"['V', 'Rh']","[3, 1]",7.76225595,0.29,217,2196.5,60.75,1.715,0.130710275,0.42475,cubic,407,407,407,122,122,122,86,86,86
mp-1601,TaRu,"['Ta', 'Ru']","[1, 1]",14.5626936,0.39,264,2948.5,88.5,1.89,0.1861152,0.189,tetragonal,393,393,350,206,208,208,51,51,61
mp-1630,Zr3Hg,"['Zr', 'Hg']","[3, 1]",8.921390036,0.27,104,1654.58,19.325,1.9725,0.135916525,0.24525,cubic,210,210,210,51,51,51,46,46,46
mp-1652,ZnPd,"['Zn', 'Pd']","[1, 1]",9.828834906,0.33,139,1260.365,96,1.555,0.1495897,0.316,tetragonal,222,222,164,85,120,120,78,78,49
mp-1664,V3Pd,"['V', 'Pd']","[3, 1]",7.705176466,0.33,197,2094.2625,41.25,1.705,0.1315077,0.42475,cubic,340,340,340,126,126,126,57,57,57
mp-1670,MnPt,"['Mn', 'Pt']","[1, 1]",13.670936,0.31,168,1780.2,39.9,1.69,0.1960972,0.305,tetragonal,257,257,224,89,149,149,100,100,71
mp-16860,Mg13Ir3,"['Mg', 'Ir']","[13, 3]",4.662781074,0.3,60,1263.5,158.125,1.515625,0.1459095,0.85775,trigonal,99,99,98,39,42,42,27,27,30
mp-1698,SrSn,"['Sr', 'Sn']","[1, 1]",4.849131237,0.28,47,777.54,51,1.82,0.1482801,0.2615,orthorhombic,71,104,60,30,31,39,23,34,26
mp-171,VNi3,"['V', 'Ni']","[1, 3]",8.437749253,0.3,213,1841.75,76,1.545,0.1422387,0.4535,tetragonal,294,294,310,189,161,161,136,136,143
mp-17413,Ti3Rh5,"['Ti', 'Rh']","[3, 5]",9.261614977,0.34,205,2126,102,1.74125,0.134285075,0.348625,orthorhombic,324,316,265,130,162,178,90,91,47
mp-17639,Y2Zn17,"['Y', 'Zn']","[2, 17]",6.964435399,0.24,81,809.1347368,109.1578947,1.493684211,0.151630411,0.377052632,trigonal,150,150,160,55,39,39,49,49,48
mp-17695,Sc5Sn3,"['Sc', 'Sn']","[5, 3]",5.104693989,0.21,72,1323.155,35.125,1.69375,0.141384063,0.43075,hexagonal,153,153,126,50,31,31,48,48,51
mp-1780,ScRh,"['Sc', 'Rh']","[1, 1]",7.244989221,0.31,138,2025.5,83,1.785,0.1301106,0.4,cubic,233,233,233,90,90,90,54,54,54
mp-1808,Ti2Ni,"['Ti', 'Ni']","[2, 1]",5.725014052,0.38,141,1870,45,1.67,0.1313114,0.496333333,cubic,187,187,187,119,119,119,37,37,37
mp-18316,Mg2Pd,"['Mg', 'Pd']","[2, 1]",4.602694709,0.32,69,1224.683333,130.6666667,1.53,0.1291052,0.764666667,cubic,109,109,109,49,49,49,26,26,26
mp-1851,SnPd2,"['Sn', 'Pd']","[1, 2]",10.58337717,0.42,133,1387.06,70.33333333,1.61,0.155369067,0.236666667,orthorhombic,168,207,198,94,109,117,14,11,21
mp-1867,Ta2Ni,"['Ta', 'Ni']","[2, 1]",14.78623217,0.33,215,2769.333333,68.33333333,1.83,0.205456267,0.241,tetragonal,361,318,318,139,139,192,69,85,85
mp-18707,Mg3Pt,"['Mg', 'Pt']","[3, 1]",5.788568514,0.33,70,1202.6,138,1.53,0.1554605,0.802,hexagonal,116,116,121,52,42,42,20,20,32
mp-18712,Mg3Pd,"['Mg', 'Pd']","[3, 1]",3.792747317,0.34,59,1149.2625,138,1.51,0.1272399,0.82975,hexagonal,92,92,93,46,41,41,16,16,23
mp-1902,MnPd,"['Mn', 'Pd']","[1, 1]",8.763528298,0.46,138,1673.525,39.9,1.65,0.139656,0.3605,cubic,127,127,127,144,144,144,81,81,81
mp-191,YRh,"['Y', 'Rh']","[1, 1]",7.797624979,0.33,109,2018,83.5,1.925,0.13126825,0.264,cubic,176,176,176,75,75,75,38,38,38
mp-1934,LiZn,"['Li', 'Zn']","[1, 1]",4.082778098,0.25,42,573.185,102.5,1.545,0.1301224,1.9385,cubic,56,56,56,35,35,35,44,44,44
mp-1949,TiMn2,"['Ti', 'Mn']","[1, 2]",6.901373985,0.37,210,1659.666667,12.53333333,1.66,0.131310833,0.492333333,hexagonal,297,297,313,197,147,147,62,62,50
mp-1963,NbRh,"['Nb', 'Rh']","[1, 1]",10.1117567,0.34,220,2493.5,102,1.855,0.13445805,0.256,tetragonal,357,357,357,123,166,166,105,105,30
mp-19713,Sc3In,"['Sc', 'In']","[3, 1]",4.443026391,0.24,63,1467.9375,32.5,1.77,0.130594975,0.4755,hexagonal,112,112,120,41,36,36,42,42,36
mp-19856,SnPt,"['Sn', 'Pt']","[1, 1]",12.45369291,0.35,127,1273.24,69.5,1.61,0.217481,0.1775,hexagonal,165,165,274,116,80,80,54,54,24
mp-19876,InNi,"['In', 'Ni']","[1, 1]",8.211460739,0.29,103,1078.875,86.5,1.525,0.1557184,0.3385,hexagonal,178,178,197,79,54,54,42,42,49
mp-19962,Sn2Pt,"['Sn', 'Pt']","[2, 1]",10.20040239,0.38,93,1017.186667,68.66666667,1.556666667,0.204338,0.192333333,cubic,129,129,129,75,75,75,22,22,22
mp-20033,SnIr,"['Sn', 'Ir']","[1, 1]",12.92843987,0.34,155,1622.04,108.5,1.625,0.214556,0.1775,hexagonal,190,190,284,132,120,120,93,93,29
mp-2006,V3Ir,"['V', 'Ir']","[3, 1]",10.44657081,0.28,237,2322,60.75,1.7325,0.1582658,0.397,cubic,448,448,448,132,132,132,102,102,102
mp-20112,Ni3Sn,"['Ni', 'Sn']","[3, 1]",9.471031455,0.32,164,1422.27,85,1.48,0.1549181,0.38775,hexagonal,261,261,294,113,110,110,50,50,74
mp-20131,YIn3,"['Y', 'In']","[1, 3]",7.135476219,0.37,195,772.0625,65.75,1.7,0.15359715,0.2465,cubic,245,245,245,170,170,170,71,71,71
mp-20174,Ni3Sn4,"['Ni', 'Sn']","[3, 4]",8.453748073,0.29,98,1029.188571,77.28571429,1.467142857,0.164832629,0.316714286,monoclinic,150,152,169,69,67,74,54,57,50
mp-20382,Ti6Sn5,"['Ti', 'Sn']","[6, 5]",6.813391659,0.28,105,1288.309091,42.45454545,1.619090909,0.148222018,0.386181818,hexagonal,176,176,196,81,59,59,58,58,48
mp-2039,ScMn2,"['Sc', 'Mn']","[1, 2]",6.156883876,0.39,166,1617.333333,10.53333333,1.686666667,0.129984033,0.503333333,hexagonal,233,233,243,157,120,120,29,29,38
mp-20466,Sn7Ir5,"['Sn', 'Ir']","[7, 5]",12.0735154,0.31,135,1435.88,101.5833333,1.595833333,0.208472,0.184916667,tetragonal,217,217,217,85,85,114,84,46,46
mp-2049,ZrMo2,"['Zr', 'Mo']","[1, 2]",8.470043894,0.36,192,2640,100.3333333,1.953333333,0.129141033,0.261,cubic,258,258,258,159,159,159,66,66,66
mp-20516,InPt3,"['In', 'Pt']","[1, 3]",17.44476384,0.36,205,1638.4875,74.5,1.7175,0.23374,0.15825,cubic,267,267,267,173,173,173,78,78,78
mp-20539,ScIn3,"['Sc', 'In']","[1, 3]",6.92955924,0.33,56,775.8125,65.5,1.63,0.153018325,0.3145,cubic,86,86,86,41,41,41,20,20,20
mp-20555,NaPb3,"['Na', 'Pb']","[1, 3]",8.843335,0.54,120,543.175,61.25,1.63,0.15673675,0.42475,cubic,75,75,75,143,143,143,-2,-2,-2
mp-20599,PdPb2,"['Pd', 'Pb']","[1, 2]",11.78237473,0.38,66,1009.756667,47.33333333,1.59,0.166616533,0.187333333,tetragonal,91,103,103,50,50,50,20,12,12
mp-20662,Sn4Pt,"['Sn', 'Pt']","[4, 1]",9.022160645,0.29,59,812.344,68,1.514,0.1938236,0.2042,orthorhombic,122,99,114,32,37,31,15,43,22
mp-20695,Zr3In,"['Zr', 'In']","[3, 1]",7.182073165,0.28,97,1703.4375,37.75,1.935,0.134724025,0.26925,cubic,139,139,139,76,76,76,70,70,70
mp-20724,Mg2Pb,"['Mg', 'Pb']","[2, 1]",5.133266291,0.26,35,815.5366667,118.3333333,1.48,0.140399667,0.736333333,cubic,59,59,59,24,24,24,23,23,23
mp-20800,ZrIn2,"['Zr', 'In']","[1, 2]",7.830351277,0.27,83,995.8333333,62.33333333,1.726666667,0.151116233,0.249666667,tetragonal,130,130,139,65,55,55,47,47,57
mp-2083,Sn2Ir,"['Sn', 'Ir']","[2, 1]",10.68575861,0.35,110,1249.72,94.66666667,1.566666667,0.202388,0.192333333,cubic,164,164,164,83,83,83,33,33,33
mp-20847,Ti5Sn3,"['Ti', 'Sn']","[5, 3]",6.42521488,0.3,107,1402.53,38.875,1.64375,0.143871812,0.410125,hexagonal,184,184,205,108,44,44,45,45,38
mp-20849,Pd3Pb,"['Pd', 'Pb']","[3, 1]",12.49762951,0.35,132,1521.19,62.75,1.6525,0.15249845,0.22275,cubic,174,174,174,110,110,110,57,57,57
mp-20887,VSn2,"['V', 'Sn']","[1, 2]",7.770844172,0.27,98,1064.386667,55,1.536666667,0.161146133,0.309666667,orthorhombic,177,176,169,61,68,52,56,55,39
mp-20971,SnPt3,"['Sn', 'Pt']","[1, 3]",17.39227661,0.37,201,1657.32,70.75,1.69,0.2371955,0.15525,cubic,258,258,258,172,172,172,71,71,71
mp-21030,Ti3Sn,"['Ti', 'Sn']","[3, 1]",6.050722571,0.2,117,1582.02,33.25,1.6825,0.137035775,0.44775,hexagonal,103,103,217,172,72,72,27,27,-34
mp-2116,ZrMn2,"['Zr', 'Mn']","[1, 2]",7.670876059,0.38,180,1722,12.86666667,1.76,0.131819167,0.411666667,cubic,255,255,255,142,142,142,44,44,44
mp-21215,InPd,"['In', 'Pd']","[1, 1]",10.13388564,0.38,111,1128.9,77,1.625,0.1541288,0.239,cubic,129,129,129,101,101,101,44,44,44
mp-2128,Sn4Pd,"['Sn', 'Pd']","[4, 1]",7.732657088,0.32,56,769.674,68,1.498,0.17124712,0.2264,orthorhombic,104,90,95,36,37,36,13,32,18
mp-21289,TiZn3,"['Ti', 'Zn']","[1, 3]",6.697660442,0.38,96,1004.76,95.5,1.505,0.147204775,0.42175,cubic,97,97,97,95,95,95,75,75,75
mp-21294,Y2In,"['Y', 'In']","[2, 1]",5.669659581,0.29,53,1342.583333,38.66666667,1.933333333,0.135875733,0.267333333,hexagonal,89,89,94,55,24,24,32,32,17
mp-21296,PtPb4,"['Pt', 'Pb']","[1, 4]",11.96830938,0.36,45,888.768,42.4,1.586,0.1937108,0.1538,tetragonal,58,78,78,29,29,40,17,9,9
mp-21342,V3Sn,"['V', 'Sn']","[3, 1]",7.368095967,0.44,163,1763.52,40,1.645,0.1400138,0.41925,cubic,207,207,207,140,140,140,16,16,16
mp-2137,Mg2Ni,"['Mg', 'Ni']","[2, 1]",3.481329007,0.3,65,1191.333333,137,1.463333333,0.130164933,0.831,hexagonal,114,114,125,43,38,38,20,20,35
mp-21385,In3Ni2,"['In', 'Ni']","[3, 2]",8.417152026,0.29,92,949.05,85.6,1.532,0.15742072,0.3176,trigonal,142,142,181,67,57,57,50,50,38
mp-214,ZrRu,"['Zr', 'Ru']","[1, 1]",9.029376954,0.31,183,2367.5,71.5,1.92,0.13126905,0.2595,cubic,330,330,330,109,109,109,65,65,65
mp-21477,RbIn4,"['Rb', 'In']","[1, 4]",5.473558042,0.08,21,406.292,77.2,1.778,0.1523212,0.2592,tetragonal,55,55,47,1,8,8,26,26,27
mp-2152,YNi5,"['Y', 'Ni']","[1, 5]",7.801971483,0.29,148,1739.833333,78.66666667,1.595,0.142955433,0.4165,hexagonal,236,236,296,107,88,88,70,70,65
mp-2170,Li2Pt,"['Li', 'Pt']","[2, 1]",8.504145626,0.3,68,982.9266667,80.66666667,1.703333333,0.155698667,2.370333333,hexagonal,100,100,234,36,36,36,18,18,32
mp-2179,TiRe,"['Ti', 'Re']","[1, 1]",12.81342351,0.36,232,2700,35,1.82,0.18344005,0.3305,cubic,353,353,353,171,171,171,61,61,61
mp-2211,V3Pt,"['V', 'Pt']","[3, 1]",10.34946541,0.31,218,2147.6,41.25,1.725,0.1597283,0.397,cubic,377,377,377,138,138,138,79,79,79
mp-22344,Sn7Ru3,"['Sn', 'Ru']","[7, 3]",8.847103265,0.34,110,1135.656,82.9,1.549,0.16593122,0.2268,cubic,188,188,188,71,71,71,28,28,28
mp-22508,YMn12,"['Y', 'Mn']","[1, 12]",7.697063754,0.26,151,1540.538462,8.507692308,1.649230769,0.134239338,0.462153846,tetragonal,213,304,304,85,85,110,86,89,89
mp-2263,ScIr2,"['Sc', 'Ir']","[1, 2]",14.00545279,0.3,220,2430.666667,105.3333333,1.813333333,0.207167767,0.274,cubic,318,318,318,171,171,171,124,124,124
mp-22646,InPd2,"['In', 'Pd']","[1, 2]",10.60969416,0.38,128,1361.95,75.33333333,1.646666667,0.150761733,0.240666667,orthorhombic,188,199,163,76,106,121,46,43,15
mp-22682,In2Pt,"['In', 'Pt']","[2, 1]",10.37288408,0.36,95,966.9666667,78.66666667,1.63,0.195123333,0.200333333,cubic,127,127,127,79,79,79,34,34,34
mp-22704,YIn,"['Y', 'In']","[1, 1]",6.291688649,0.37,56,1114.375,49.5,1.84,0.1429643,0.259,cubic,60,60,60,53,53,53,39,39,39
mp-2271,NaPt2,"['Na', 'Pt']","[1, 2]",12.55169032,0.27,124,1484.556667,94.66666667,1.813333333,0.202344667,0.496,cubic,192,192,192,89,89,89,82,82,82
mp-229,ZrRh3,"['Zr', 'Rh']","[1, 3]",10.58653928,0.27,211,2209.75,118.25,1.8125,0.1368506,0.25325,cubic,320,320,320,157,157,157,140,140,140
mp-2313,MgIn,"['Mg', 'In']","[1, 1]",4.893724969,0.33,40,676.375,121,1.505,0.142937,0.6295,tetragonal,67,67,72,28,24,24,10,10,17
mp-2327,TiZn16,"['Ti', 'Zn']","[1, 16]",7.014325195,0.34,79,766.1105882,114.2352941,1.44,0.153281912,0.395941176,orthorhombic,97,118,107,63,65,68,40,29,34
mp-2339,Ti3Pt,"['Ti', 'Pt']","[3, 1]",8.766699056,0.34,166,1966.1,34.5,1.7625,0.156750275,0.4255,cubic,259,259,259,120,120,120,51,51,51
mp-2343,Mg2Sn,"['Mg', 'Sn']","[2, 1]",3.50868776,0.24,41,783.6933333,129,1.45,0.140446667,0.757333333,cubic,70,70,70,26,26,26,29,29,29
mp-2369,SnPd,"['Sn', 'Pd']","[1, 1]",9.344015419,0.34,101,1166.565,69.5,1.57,0.1610398,0.233,orthorhombic,139,114,132,78,105,86,42,69,62
mp-238,MnPd,"['Mn', 'Pd']","[1, 1]",8.761293367,0.33,134,1673.525,39.9,1.65,0.139656,0.3605,tetragonal,192,192,161,81,125,125,84,84,65
mp-2393,YTl3,"['Y', 'Tl']","[1, 3]",10.62935466,0.37,55,882.5,38.75,1.7,0.1605099,0.167,cubic,68,68,68,49,49,49,24,24,24
mp-2398,ScSn2,"['Sc', 'Sn']","[1, 2]",6.533091302,0.27,64,941.3866667,50,1.58,0.158495767,0.333333333,tetragonal,104,104,94,65,38,38,35,35,58
mp-2399,YHg,"['Y', 'Hg']","[1, 1]",9.243619826,0.32,65,1016.66,12.65,1.915,0.1453493,0.211,cubic,88,88,88,54,54,54,36,36,36
mp-2403,YPt3,"['Y', 'Pt']","[1, 3]",15.88742813,0.32,172,1980.8,58.25,1.8575,0.22310715,0.17075,cubic,241,241,241,137,137,137,87,87,87
mp-2406,Mg5Pd2,"['Mg', 'Pd']","[5, 2]",4.104433042,0.33,62,1181.585714,134.8571429,1.518571429,0.128039314,0.801857143,hexagonal,88,88,103,47,46,46,28,28,21
mp-2434,SrTl,"['Sr', 'Tl']","[1, 1]",6.949817087,0.37,106,813.5,40.5,1.875,0.1459776,0.2145,cubic,134,134,134,92,92,92,41,41,41
mp-2439,ZrNi5,"['Zr', 'Ni']","[1, 5]",8.519311053,0.3,184,1794.666667,79.66666667,1.585,0.143487117,0.416,cubic,286,286,286,132,132,132,92,92,92
mp-2449,NbRh3,"['Nb', 'Rh']","[1, 3]",11.1508944,0.25,249,2365.25,126,1.7925,0.137647975,0.25,cubic,394,394,394,176,176,176,178,178,178
mp-2510,ZrHg,"['Zr', 'Hg']","[1, 1]",11.18802735,0.39,102,1181.16,15.65,1.885,0.14694435,0.2095,tetragonal,107,107,147,102,89,89,66,66,29
mp-2516,YZn,"['Y', 'Zn']","[1, 1]",5.55941478,0.29,60,1245.84,68.5,1.77,0.1384252,0.336,cubic,83,83,83,48,48,48,41,41,41
mp-2540,VTc,"['V', 'Tc']","[1, 1]",8.926404522,0.29,254,2306.5,41,1.77,0.1308968,0.364,cubic,483,483,483,139,139,139,101,101,101
mp-255,NaHg,"['Na', 'Hg']","[1, 1]",6.938359665,0.34,17,302.595,74.15,1.805,0.131107,0.68,orthorhombic,23,26,30,17,9,11,4,7,9
mp-2583,TiRh,"['Ti', 'Rh']","[1, 1]",8.321025549,0.38,190,2089,86,1.745,0.1321008,0.3835,tetragonal,259,259,255,142,162,162,50,50,46
mp-265,TaIr3,"['Ta', 'Ir']","[1, 3]",20.76033481,0.23,325,2876.75,126.75,1.85,0.24694025,0.13475,cubic,542,542,542,216,216,216,254,254,254
mp-266,Zr2Pd,"['Zr', 'Pd']","[2, 1]",7.845685272,0.33,123,2028.016667,39.33333333,1.936666667,0.131268333,0.268666667,tetragonal,197,197,144,87,102,102,64,64,46
mp-2663,Nb3Pt,"['Nb', 'Pt']","[3, 1]",11.15047743,0.33,207,2572.85,58.5,1.9275,0.16028615,0.23425,cubic,373,373,373,124,124,124,59,59,59
mp-2674,YPt2,"['Y', 'Pt']","[1, 2]",13.90214309,0.3,162,1960.6,53.66666667,1.886666667,0.211839533,0.183333333,cubic,236,236,236,126,126,126,89,89,89
mp-2675,MgNi2,"['Mg', 'Ni']","[1, 2]",6.032501485,0.29,127,1459.666667,114,1.476666667,0.138685867,0.637,hexagonal,219,219,234,89,73,73,50,50,65
mp-2677,ScPd3,"['Sc', 'Pd']","[1, 3]",9.333919485,0.35,155,1824.5375,58,1.7275,0.137866525,0.322,cubic,190,190,190,138,138,138,83,83,83
mp-2678,VPt,"['V', 'Pt']","[1, 1]",14.25905358,0.26,243,2112.2,51.5,1.74,0.1921222,0.309,tetragonal,517,517,417,68,150,150,160,160,72
mp-2705,VPt3,"['V', 'Pt']","[1, 3]",17.56594322,0.3,241,2076.8,61.75,1.755,0.2245161,0.221,tetragonal,340,340,343,204,184,184,136,136,163
mp-2728,MnIr,"['Mn', 'Ir']","[1, 1]",15.7937157,0.22,267,2129,78.9,1.705,0.1931722,0.305,tetragonal,574,574,442,55,175,175,215,215,125
mp-2744,LiPd,"['Li', 'Pd']","[1, 1]",6.608910024,0.31,79,1140.87,78.5,1.68,0.1245603,1.8665,hexagonal,155,155,123,77,34,34,22,22,39
mp-2762,YIr2,"['Y', 'Ir']","[1, 2]",14.35964193,0.31,196,2425.666667,105.6666667,1.906666667,0.207939533,0.183333333,cubic,286,286,286,151,151,151,104,104,104
mp-2781,ScPd,"['Sc', 'Pd']","[1, 1]",6.873732884,0.35,114,1821.025,44,1.765,0.13170545,0.4,cubic,156,156,156,93,93,93,44,44,44
mp-279,LiIr,"['Li', 'Ir']","[1, 1]",12.14154153,0.3,144,1596.345,117.5,1.735,0.1780765,1.811,hexagonal,388,388,207,170,24,24,25,25,109
mp-30047,Sn2Mo,"['Sn', 'Mo']","[2, 1]",8.700656281,0.25,115,1302.053333,91,1.6,0.162457067,0.231666667,hexagonal,211,211,209,63,69,69,65,65,74
mp-30717,KHg2,"['K', 'Hg']","[1, 2]",7.097527234,0.54,15,268.39,38.86666667,1.95,0.145396533,0.343,orthorhombic,31,4,12,9,8,8,6,5,6
mp-30722,ScHg3,"['Sc', 'Hg']","[1, 3]",12.01687471,0.36,64,629.24,10.225,1.7425,0.156595825,0.2425,hexagonal,84,84,114,53,47,47,22,22,15
mp-30726,YHg3,"['Y', 'Hg']","[1, 3]",11.86409818,0.36,59,625.49,10.475,1.8125,0.15717465,0.1745,hexagonal,80,80,103,50,43,43,19,19,15
mp-30738,LiIr3,"['Li', 'Ir']","[1, 3]",17.36844508,0.3,243,2167.6725,133.75,1.7675,0.21456825,0.972,orthorhombic,409,399,520,159,148,125,82,126,79
mp-30744,IrW,"['Ir', 'W']","[1, 1]",20.51773636,0.27,334,3217,160,1.865,0.2450552,0.133,orthorhombic,619,583,651,221,191,166,154,182,163
mp-30745,Ir3W,"['Ir', 'W']","[3, 1]",21.33034366,0.27,351,2978,155,1.8325,0.2480576,0.133,hexagonal,622,622,673,203,210,210,166,166,210
mp-30760,Li3Pb,"['Li', 'Pb']","[3, 1]",5.056392137,0.35,23,490.42,72.5,1.6375,0.1232975,2.6565,cubic,22,22,22,24,24,24,30,30,30
mp-30765,LiPt7,"['Li', 'Pt']","[1, 7]",18.71219071,0.33,220,1842.93625,73.625,1.7575,0.237932875,0.5525,cubic,303,303,303,179,179,179,100,100,100
mp-30766,Li5Sn2,"['Li', 'Sn']","[5, 2]",3.555816317,0.2,31,468.3728571,79.85714286,1.607142857,0.125938429,2.555571429,trigonal,73,73,105,13,0,0,17,17,30
mp-30767,Li7Sn2,"['Li', 'Sn']","[7, 2]",2.974647662,0.16,28,465.11,81,1.621111111,0.121306111,2.763,orthorhombic,53,65,78,19,14,-6,11,32,38
mp-30768,Li7Sn3,"['Li', 'Sn']","[7, 3]",3.653781276,0.2,31,469.107,79.6,1.604,0.1269807,2.5089,monoclinic,80,75,57,-5,18,19,36,36,11
mp-30769,Li13Sn5,"['Li', 'Sn']","[13, 5]",3.48408528,0.18,30,467.965,80,1.608888889,0.125359389,2.5815,trigonal,74,74,103,16,-4,-4,19,19,29
mp-30777,MgPt3,"['Mg', 'Pt']","[1, 3]",16.21368553,0.32,182,1761.8,94,1.69,0.2230935,0.356,cubic,248,248,247,150,150,150,102,102,102
mp-30778,Mg5Rh2,"['Mg', 'Rh']","[5, 2]",4.186207678,0.3,71,1298.428571,157.1428571,1.53,0.127127971,0.801857143,hexagonal,107,107,125,53,48,48,36,36,27
mp-30784,Mg2Zn11,"['Mg', 'Zn']","[2, 11]",6.12090909,0.29,67,728.1138462,126.1538462,1.424615385,0.149996754,0.486,cubic,110,110,110,46,46,46,34,34,34
mp-30787,MoRh3,"['Mo', 'Rh']","[1, 3]",11.60522428,0.3,268,2401.75,147.25,1.7725,0.138445225,0.24575,hexagonal,437,437,489,173,178,178,113,113,132
mp-30798,NbZn2,"['Nb', 'Zn']","[1, 2]",8.152689758,0.26,141,1378.453333,98,1.606666667,0.146127267,0.348,hexagonal,249,249,251,79,90,90,82,82,85
mp-30811,Ni4W,"['Ni', 'W']","[4, 1]",11.89007194,0.32,234,2121.4,106.8,1.578,0.16557552,0.381,tetragonal,314,333,333,196,196,172,113,141,141
mp-30835,TaPd2,"['Ta', 'Pd']","[1, 2]",13.64678757,0.34,205,2315.366667,67,1.793333333,0.174212067,0.209333333,orthorhombic,272,328,262,169,209,121,60,118,117
mp-30836,TaPd3,"['Ta', 'Pd']","[1, 3]",13.28857444,0.32,214,2193.5375,68.25,1.7675,0.16666595,0.218,tetragonal,289,289,315,188,165,165,112,112,122
mp-30840,Ti2Pd3,"['Ti', 'Pd']","[2, 3]",8.738526756,0.37,157,1873.23,52,1.718,0.13576204,0.3556,orthorhombic,249,242,251,117,114,104,54,15,45
mp-30842,ZrPd3,"['Zr', 'Pd']","[1, 3]",10.30918231,0.3,169,1903.0375,59.75,1.7825,0.139242875,0.25325,hexagonal,284,284,296,115,106,106,68,68,84
mp-30846,Sn3Pt2,"['Sn', 'Pt']","[3, 2]",11.11942745,0.36,102,1119.608,69,1.578,0.2095952,0.1864,hexagonal,143,143,179,90,68,68,29,29,26
mp-30849,TaPt2,"['Ta', 'Pt']","[1, 2]",19.20366661,0.35,243,2457.6,67,1.846666667,0.249467,0.135333333,orthorhombic,419,440,385,171,152,150,98,23,91
mp-30850,TaPt3,"['Ta', 'Pt']","[1, 3]",19.90951109,0.35,262,2353.55,68.25,1.8275,0.25132775,0.13475,orthorhombic,410,441,424,175,195,169,49,81,101
mp-30851,Ti3Pt5,"['Ti', 'Pt']","[3, 5]",14.80211152,0.34,202,2003.75,53.25,1.76625,0.206830137,0.27925,orthorhombic,256,330,341,157,165,125,46,86,88
mp-30852,TiPt8,"['Ti', 'Pt']","[1, 8]",19.0827259,0.34,242,2030.244444,66.44444444,1.768888889,0.242071522,0.176333333,tetragonal,321,362,362,204,204,157,65,112,112
mp-30856,ZnPt3,"['Zn', 'Pt']","[1, 3]",17.71570749,0.36,213,1704.22,84,1.6825,0.23147045,0.19675,cubic,274,274,274,183,183,183,90,90,90
mp-30866,Rh3W,"['Rh', 'W']","[3, 1]",14.09088581,0.3,283,2601.5,155,1.78,0.165391025,0.21625,hexagonal,457,457,513,181,190,190,118,118,138
mp-30867,ScRu,"['Sc', 'Ru']","[1, 1]",7.298257331,0.34,144,2210.5,68,1.81,0.12851635,0.397,cubic,235,235,235,99,99,99,43,43,43
mp-30871,Ta3Sn,"['Ta', 'Sn']","[3, 1]",14.54767436,0.43,179,2593.77,59.5,1.8625,0.22044875,0.1605,cubic,226,226,226,155,155,155,22,22,22
mp-30875,Ti2Sn,"['Ti', 'Sn']","[2, 1]",6.451610675,0.28,115,1462.36,37,1.656666667,0.141593133,0.422666667,hexagonal,208,208,250,101,43,43,50,50,54
mp-30877,SrTl2,"['Sr', 'Tl']","[1, 2]",8.298017574,0.32,13,734.6666667,42.33333333,1.77,0.155134067,0.185666667,hexagonal,3,3,144,3,17,17,10,10,0
mp-30883,V4Zn5,"['V', 'Zn']","[4, 5]",6.973256469,0.31,125,1355.044444,80.44444444,1.548888889,0.142788511,0.431111111,tetragonal,174,170,170,109,109,90,66,85,85
mp-30884,YZn3,"['Y', 'Zn']","[1, 3]",6.346145343,0.27,71,969.26,94.25,1.595,0.1467885,0.362,orthorhombic,97,121,129,56,52,41,38,52,41
